churn_prob_no_outreach,churn_prob_with_outreach,cate,cate_percentage_points,days_since_signup,has_priority_condition,health_content_pct,tenure_norm,priority_score,weighted_uplift,rank
0.49099982,0.33547595,0.15552387,15.552386,505,1.0,0.4444444444444444,0.9017857142857143,3.568452380952381,0.27249483900865945,15
0.43273652,0.25955033,0.17318618,17.318619,538,1.0,0.4482758620689655,0.9607142857142857,3.6331280788177343,0.27228109784083293,16
0.45352554,0.28745875,0.1660668,16.60668,550,1.0,0.42105263157894735,0.9821428571428571,3.6137218045112784,0.2721693862722653,17
0.5143231,0.36367866,0.15064445,15.0644455,532,1.0,0.375,0.95,3.5125,0.2721482314471044,18
0.6337862,0.50727654,0.12650967,12.650967,490,1.0,0.3333333333333333,0.875,3.375,0.27060777318922646,19
0.43014398,0.25641766,0.17372632,17.372631,540,1.0,0.42857142857142855,0.9642857142857143,3.607142857142857,0.26955215899891094,20
0.48923653,0.33221868,0.15701786,15.701786,560,1.0,0.3333333333333333,1.0,3.5,0.2688660519946362,21
0.45757633,0.2905386,0.16703773,16.703773,554,1.0,0.35,0.9892857142857143,3.5142857142857142,0.2686056784570728,22
0.5259949,0.3835862,0.1424087,14.2408695,528,1.0,0.42857142857142855,0.9428571428571428,3.5857142857142854,0.2685924065545182,23
0.5989118,0.4693581,0.12955374,12.955374,553,1.0,0.2857142857142857,0.9875,3.4160714285714286,0.2650572987206016,24
0.46887517,0.3044795,0.16439566,16.439566,522,1.0,0.3333333333333333,0.9321428571428572,3.432142857142857,0.264553151377588,25
0.5525943,0.4149084,0.1376859,13.768589,557,1.0,0.2916666666666667,0.9946428571428572,3.432142857142857,0.2611326717855828,26
0.46516314,0.3075484,0.15761474,15.761474,540,1.0,0.36363636363636365,0.9642857142857143,3.50974025974026,0.25732210534871514,27
0.43774718,0.2772387,0.16050848,16.050848,545,1.0,0.42857142857142855,0.9732142857142857,3.6160714285714284,0.254072903068648,28
0.4316793,0.27078706,0.16089225,16.089226,551,1.0,0.42857142857142855,0.9839285714285714,3.626785714285714,0.251894246984359,29
0.46949306,0.3129148,0.15657827,15.657827,467,1.0,0.3333333333333333,0.8339285714285715,3.3339285714285714,0.24508513248110103,30
0.6451773,0.5309382,0.1142391,11.42391,532,1.0,0.25,0.95,3.325,0.24506737095497208,31
0.39899963,0.23019099,0.16880864,16.880863,550,1.0,0.42857142857142855,0.9821428571428571,3.625,0.24416036975036493,32
0.45364848,0.30304068,0.1506078,15.06078,542,1.0,0.4,0.9678571428571429,3.567857142857143,0.2437666919016428,33
0.44337156,0.296395,0.14697656,14.697656,551,1.0,0.5,0.9839285714285714,3.7339285714285713,0.24332230466765636,34
0.41734642,0.25887033,0.15847608,15.847609,554,1.0,0.45,0.9892857142857143,3.664285714285714,0.24235375449254581,35
0.43493748,0.28200373,0.15293375,15.293375,559,1.0,0.42424242424242425,0.9982142857142857,3.6345779220779217,0.2417598308748413,36
0.4687134,0.3169216,0.15179181,15.179181,535,1.0,0.2857142857142857,0.9553571428571429,3.383928571428571,0.24075587959152878,37
0.57993203,0.43909988,0.14083216,14.083216,108,1.0,0.5,0.19285714285714287,2.942857142857143,0.24035220288659814,38
0.44461235,0.29309058,0.15152177,15.152177,516,1.0,0.4230769230769231,0.9214285714285714,3.556043956043956,0.23956517585949258,39
0.4575534,0.3080685,0.14948487,14.948487,549,1.0,0.34615384615384615,0.9803571428571428,3.499587912087912,0.23936239865326892,40
0.6003945,0.48503193,0.115362555,11.536256,535,1.0,0.3333333333333333,0.9553571428571429,3.455357142857143,0.2393285467215527,41
0.5379193,0.41045177,0.12746751,12.746752,549,1.0,0.323943661971831,0.9803571428571428,3.466272635814889,0.2376727242694202,42
0.4322049,0.28057078,0.15163413,15.163413,513,1.0,0.46153846153846156,0.9160714285714285,3.608379120879121,0.23648238929432835,43
0.45585603,0.3121606,0.14369541,14.369541,509,1.0,0.45454545454545453,0.9089285714285714,3.590746753246753,0.23520978451001806,44
0.53837395,0.41000643,0.12836751,12.836751,505,1.0,0.3333333333333333,0.9017857142857143,3.4017857142857144,0.23509647482846524,45
0.60918844,0.49693954,0.1122489,11.22489,523,1.0,0.3333333333333333,0.9339285714285714,3.4339285714285714,0.23481454422251674,46
0.5130675,0.3860343,0.12703317,12.703318,534,1.0,0.43243243243243246,0.9535714285714286,3.6022200772200774,0.23478042457751563,47
0.7031333,0.6032981,0.09983516,9.983516,540,1.0,0.25,0.9642857142857143,3.3392857142857144,0.2344092490712938,48
0.48363492,0.3462485,0.13738641,13.738641,534,1.0,0.37142857142857144,0.9535714285714286,3.5107142857142857,0.23326894011366658,49
0.43588433,0.28674638,0.14913794,14.9137945,497,1.0,0.46153846153846156,0.8875,3.5798076923076927,0.23271217310121467,50
0.4574051,0.31123844,0.14616665,14.616665,543,1.0,0.3333333333333333,0.9696428571428571,3.469642857142857,0.2319711992632607,51
0.42645505,0.27752334,0.14893171,14.893171,535,1.0,0.4444444444444444,0.9553571428571429,3.6220238095238093,0.23004444190259166,52
0.4243353,0.270748,0.15358731,15.358731,530,1.0,0.38461538461538464,0.9464285714285714,3.5233516483516487,0.22962569888416157,53
0.46774626,0.326334,0.14141226,14.141226,529,1.0,0.34545454545454546,0.9446428571428571,3.462824675324675,0.2290487270579232,54
0.4796025,0.35198265,0.12761983,12.761983,532,1.0,0.5,0.95,3.7,0.2264651194421073,55
0.43264395,0.28325188,0.14939207,14.939207,553,1.0,0.34375,0.9875,3.503125,0.2264194908912101,56
0.48315296,0.34634486,0.1368081,13.68081,518,1.0,0.3333333333333333,0.925,3.425,0.2263898854030803,57
0.49860013,0.367257,0.13134313,13.134313,555,1.0,0.3076923076923077,0.9910714285714286,3.4526098901098905,0.22610347804431286,58
0.70851994,0.61452895,0.09399098,9.399098,540,1.0,0.2857142857142857,0.9642857142857143,3.392857142857143,0.22594557144698918,59
0.6537905,0.5429375,0.11085296,11.085296,62,1.0,0.6666666666666666,0.11071428571428571,3.1107142857142858,0.22544779579840143,60
0.5544207,0.43832713,0.116093576,11.609358,530,1.0,0.36363636363636365,0.9464285714285714,3.491883116883117,0.2247539490595365,61
0.49431625,0.36686987,0.12744638,12.744638,493,1.0,0.4507042253521127,0.8803571428571428,3.556413480885312,0.22404984650104995,62
0.38964644,0.23078972,0.15885672,15.885672,550,1.0,0.42105263157894735,0.9821428571428571,3.6137218045112784,0.22368199119934126,63
0.65174156,0.5287427,0.12299889,12.29989,53,1.0,0.46153846153846156,0.09464285714285714,2.7869505494505495,0.22341168556101532,64
0.48141488,0.34594092,0.13547397,13.547397,518,1.0,0.3333333333333333,0.925,3.425,0.2233757050616008,65
0.5914952,0.48198855,0.10950667,10.950666,554,1.0,0.30303030303030304,0.9892857142857143,3.443831168831169,0.22306613789877364,66
0.57161635,0.4520265,0.119589865,11.958986,481,1.0,0.26666666666666666,0.8589285714285714,3.258928571428571,0.2227788008052749,67
0.54050976,0.41755465,0.12295511,12.295511,517,1.0,0.2857142857142857,0.9232142857142858,3.351785714285714,0.22275444648785897,68
0.45650733,0.31837615,0.13813117,13.813117,555,1.0,0.358974358974359,0.9910714285714286,3.529532967032967,0.22256490726338338,69
0.59717065,0.48735955,0.1098111,10.98111,525,1.0,0.3,0.9375,3.3875,0.22213857976755724,70
0.5966432,0.4629705,0.13367271,13.367271,66,1.0,0.4444444444444444,0.11785714285714285,2.7845238095238094,0.22207946597329575,71
0.6936832,0.600023,0.093660235,9.366024,537,1.0,0.3,0.9589285714285715,3.4089285714285715,0.2214799044289708,72
0.4665938,0.33040443,0.13618937,13.6189375,496,1.0,0.3939393939393939,0.8857142857142857,3.4766233766233765,0.22092243772227568,73
0.59849983,0.48734504,0.111154795,11.115479,508,1.0,0.2727272727272727,0.9071428571428571,3.316233766233766,0.22061618614664782,74
0.43619552,0.2914681,0.14472741,14.472741,548,1.0,0.3404255319148936,0.9785714285714285,3.489209726443769,0.22027188309984094,75
0.42287266,0.2742478,0.14862487,14.862487,559,1.0,0.3333333333333333,0.9982142857142857,3.498214285714286,0.21986064553779552,76
0.5218777,0.40041608,0.12146163,12.146163,534,1.0,0.3333333333333333,0.9535714285714286,3.4535714285714287,0.21891538898256893,77
0.62029684,0.5171718,0.103125036,10.312504,529,1.0,0.3181818181818182,0.9446428571428571,3.4219155844155846,0.21889355253837958,78
0.4300266,0.28580397,0.14422262,14.422262,527,1.0,0.38461538461538464,0.9410714285714286,3.5179945054945057,0.21818447262353274,79
0.6000924,0.49237353,0.107718885,10.771889,544,1.0,0.2608695652173913,0.9714285714285714,3.3627329192546584,0.21737137829453343,80
0.5153692,0.3897349,0.12563428,12.563428,496,1.0,0.3103448275862069,0.8857142857142857,3.351231527093596,0.21698566266625385,81
0.55766004,0.44039306,0.11726698,11.726698,469,1.0,0.3163265306122449,0.8375,3.3119897959183673,0.2165879393260229,82
0.41652885,0.2689472,0.14758164,14.758163,550,1.0,0.36,0.9821428571428571,3.5221428571428572,0.21651319959234203,83
0.54521847,0.42773312,0.117485344,11.748534,532,1.0,0.2727272727272727,0.95,3.3590909090909093,0.21516717099706,84
0.5457486,0.43087673,0.11487186,11.487186,549,1.0,0.3,0.9803571428571428,3.430357142857143,0.2150530532137008,85
0.53037864,0.41546223,0.114916414,11.491641,553,1.0,0.35294117647058826,0.9875,3.516911764705882,0.21435299844003053,86
0.453934,0.317607,0.13632703,13.632703,539,1.0,0.3333333333333333,0.9625,3.4625,0.21427153267232432,87
0.5220428,0.40287042,0.119172394,11.917239,555,1.0,0.3,0.9910714285714286,3.441071428571429,0.21407969230225224,88
0.41534442,0.2701431,0.14520133,14.520132,528,1.0,0.4,0.9428571428571428,3.5428571428571427,0.2136646120987807,89
0.49683523,0.37517986,0.121655375,12.165538,534,1.0,0.38095238095238093,0.9535714285714286,3.525,0.21306043402437175,90
0.45967504,0.31918633,0.14048871,14.048871,468,1.0,0.3076923076923077,0.8357142857142857,3.2972527472527475,0.2129337987285399,91
0.45987725,0.33123097,0.12864628,12.864629,510,1.0,0.45454545454545453,0.9107142857142857,3.5925324675324672,0.21253960885070491,92
0.51821476,0.39964658,0.11856818,11.856818,523,1.0,0.34375,0.9339285714285714,3.4495535714285714,0.21195361845612723,93
0.51264775,0.39105958,0.12158817,12.158817,546,1.0,0.28125,0.975,3.396875,0.21173367894058565,94
0.40684736,0.2590328,0.14781457,14.781457,509,1.0,0.4,0.9089285714285714,3.5089285714285716,0.21101983413283212,95
0.5493115,0.44280726,0.10650426,10.650426,518,1.0,0.45454545454545453,0.925,3.6068181818181815,0.21101335448225106,96
0.50078714,0.37696326,0.12382388,12.382388,515,1.0,0.3157894736842105,0.9196428571428571,3.393327067669173,0.21041819981047977,97
0.41699755,0.2757511,0.14124644,14.124643,535,1.0,0.4090909090909091,0.9553571428571429,3.5689935064935066,0.21021164349812624,98
0.39485168,0.24366431,0.15118738,15.118737,491,1.0,0.42857142857142855,0.8767857142857143,3.5196428571428573,0.21011067581037415,99
0.38720852,0.23041907,0.15678945,15.678946,537,1.0,0.3333333333333333,0.9589285714285715,3.4589285714285714,0.20999228621337807,100
0.42332876,0.28032216,0.1430066,14.300659,471,1.0,0.4166666666666667,0.8410714285714286,3.4660714285714285,0.20983181641632023,101
0.3858234,0.23721126,0.14861214,14.861214,538,1.0,0.46153846153846156,0.9607142857142857,3.6530219780219784,0.20945712607885894,102
0.40009424,0.25418067,0.14591357,14.591357,514,1.0,0.4444444444444444,0.9178571428571428,3.5845238095238092,0.20926155880698916,103
0.5266419,0.40995598,0.11668593,11.668592,556,1.0,0.2727272727272727,0.9928571428571429,3.401948051948052,0.20905548726889847,104
0.44956106,0.31236202,0.13719904,13.719904,481,1.0,0.35,0.8589285714285714,3.383928571428571,0.208718506887891,105
0.4700217,0.3417375,0.12828419,12.828419,522,1.0,0.3488372093023256,0.9321428571428572,3.4553986710963454,0.2083479297043337,106
0.4077155,0.26613277,0.14158273,14.158273,553,1.0,0.41025641025641024,0.9875,3.6028846153846157,0.2079782165036239,107
0.6189523,0.51989657,0.09905571,9.905571,546,1.0,0.275,0.975,3.3875,0.20769018396390956,108
0.4529075,0.3204295,0.132478,13.2478,503,1.0,0.375,0.8982142857142857,3.460714285714286,0.20764382462924297,109
0.57784253,0.4499325,0.12791005,12.791005,84,1.0,0.43478260869565216,0.15,2.8021739130434784,0.2071139029785212,110
0.5480432,0.437102,0.1109412,11.09412,510,1.0,0.3283582089552239,0.9107142857142857,3.4032515991471213,0.20691963743280437,111
0.6774452,0.56581616,0.11162901,11.162901,60,1.0,0.4166666666666667,0.10714285714285714,2.732142857142857,0.2066115647696348,112
0.5419799,0.42978284,0.11219707,11.2197075,532,1.0,0.2926829268292683,0.95,3.389024390243902,0.2060816878730127,113
0.41278458,0.27255455,0.14023003,14.023003,532,1.0,0.4,0.95,3.55,0.20549101678523696,114
0.625814,0.50720197,0.11861205,11.861205,48,1.0,0.45454545454545453,0.08571428571428572,2.7675324675324675,0.20543140149484634,115
0.39068723,0.24157172,0.1491155,14.9115505,501,1.0,0.42105263157894735,0.8946428571428572,3.5262218045112785,0.2054289455598778,116
0.6570731,0.5483016,0.1087715,10.877151,116,1.0,0.4444444444444444,0.20714285714285716,2.873809523809524,0.20539354196368007,117
0.44854674,0.32189867,0.12664807,12.664806,503,1.0,0.45454545454545453,0.8982142857142857,3.5800324675324675,0.20337297326785062,118
0.4309497,0.2999441,0.13100559,13.100558,540,1.0,0.4166666666666667,0.9642857142857143,3.5892857142857144,0.20263964335793005,119
0.44283372,0.3110014,0.13183233,13.183233,536,1.0,0.34146341463414637,0.9571428571428572,3.469337979094077,0.2025392641325637,120
0.40875888,0.26346314,0.14529574,14.529573,466,1.0,0.38461538461538464,0.8321428571428572,3.4090659340659344,0.20246757384345085,121
0.39180127,0.24755713,0.14424413,14.424414,550,1.0,0.4,0.9821428571428571,3.5821428571428573,0.20244492805037534,122
0.58581793,0.48488325,0.100934684,10.093469,556,1.0,0.2777777777777778,0.9928571428571429,3.4095238095238094,0.20160292025420276,123
0.42009112,0.28595182,0.1341393,13.41393,519,1.0,0.43333333333333335,0.9267857142857143,3.5767857142857142,0.20155448189853403,124
0.4973754,0.3851883,0.11218709,11.218709,511,1.0,0.4642857142857143,0.9125,3.6089285714285713,0.2013749569089796,125
0.44108433,0.31612512,0.1249592,12.49592,542,1.0,0.45454545454545453,0.9678571428571429,3.6496753246753246,0.20116114283909212,126
0.59714043,0.47466967,0.12247077,12.247077,53,1.0,0.43478260869565216,0.09464285714285714,2.7468167701863355,0.20088088037582888,127
0.389033,0.24197346,0.14705953,14.705953,495,1.0,0.4166666666666667,0.8839285714285714,3.508928571428571,0.2007493427939882,128
0.5274418,0.41836715,0.10907465,10.907465,484,1.0,0.4166666666666667,0.8642857142857143,3.4892857142857143,0.2007404594263304,129
0.43019554,0.29902524,0.1311703,13.11703,481,1.0,0.46153846153846156,0.8589285714285714,3.5512362637362638,0.200392282124736,130
0.4616347,0.33738106,0.12425363,12.425364,493,1.0,0.40816326530612246,0.8803571428571428,3.492602040816327,0.20033490895579031,131
0.56927776,0.46415555,0.10512221,10.51222,530,1.0,0.26666666666666666,0.9464285714285714,3.3464285714285715,0.2002627872662901,132
0.44627395,0.3177235,0.12855044,12.855044,545,1.0,0.34210526315789475,0.9732142857142857,3.4863721804511276,0.20000868508589628,133
0.5556731,0.44583943,0.10983369,10.983369,469,1.0,0.2916666666666667,0.8375,3.275,0.1998785820368905,134
0.48259038,0.36143354,0.12115684,12.1156845,533,1.0,0.3103448275862069,0.9517857142857142,3.4173029556650247,0.19980671662900396,135
0.43570185,0.29978085,0.135921,13.5921,529,1.0,0.2857142857142857,0.9446428571428571,3.3732142857142855,0.1997652290705133,136
0.645672,0.5341981,0.11147392,11.147392,60,1.0,0.4444444444444444,0.10714285714285714,2.7738095238095237,0.19964657745299763,137
0.5371525,0.426908,0.11024454,11.024454,504,1.0,0.3103448275862069,0.9,3.3655172413793104,0.19929965337265687,138
0.4290266,0.29472736,0.13429925,13.429925,507,1.0,0.3684210526315789,0.9053571428571429,3.457988721804511,0.19924222281153822,139
0.39234635,0.2470196,0.14532675,14.532675,530,1.0,0.36363636363636365,0.9464285714285714,3.491883116883117,0.19910165698808743,140
0.6475642,0.54133195,0.106232226,10.623222,80,1.0,0.5,0.14285714285714285,2.892857142857143,0.19900595935425308,141
0.45142508,0.32811946,0.12330562,12.330562,511,1.0,0.4375,0.9125,3.56875,0.1986482172402626,142
0.45956314,0.34152195,0.11804119,11.804119,546,1.0,0.45454545454545453,0.975,3.6568181818181817,0.19837279938563182,143
0.45413345,0.32400846,0.13012499,13.012499,501,1.0,0.3076923076923077,0.8946428571428572,3.356181318681319,0.19833054476903847,144
0.44242406,0.3152074,0.12721667,12.721666,534,1.0,0.375,0.9535714285714286,3.5160714285714287,0.1978975592087709,145
0.48523754,0.36930594,0.1159316,11.59316,544,1.0,0.36363636363636365,0.9714285714285714,3.516883116883117,0.19784002446582252,146
0.4883195,0.37273872,0.11558077,11.558077,506,1.0,0.4,0.9035714285714286,3.5035714285714286,0.19774276603700244,147
0.62114125,0.53084445,0.090296805,9.02968,478,1.0,0.4444444444444444,0.8535714285714285,3.520238095238095,0.1974398429716943,148
0.50959957,0.39651793,0.113081634,11.308164,531,1.0,0.3181818181818182,0.9482142857142857,3.425487012987013,0.19739831929834237,149
0.37623638,0.23108828,0.1451481,14.51481,484,1.0,0.5,0.8642857142857143,3.6142857142857143,0.19737612481428393,150
0.42954093,0.29891187,0.13062906,13.062906,518,1.0,0.39285714285714285,0.925,3.5142857142857142,0.19718843168547712,151
0.48845097,0.36932775,0.11912322,11.912322,515,1.0,0.3125,0.9196428571428571,3.388392857142857,0.19715652895854974,152
0.4876728,0.3691347,0.11853811,11.853811,517,1.0,0.32142857142857145,0.9232142857142858,3.405357142857143,0.19685625028341475,153
0.49154484,0.37382418,0.11772066,11.772066,512,1.0,0.3225806451612903,0.9142857142857143,3.3981566820276496,0.19663428559751953,154
0.3796334,0.23430687,0.14532652,14.532653,560,1.0,0.375,1.0,3.5625,0.196545983300268,155
0.45590737,0.3329463,0.122961074,12.296107,490,1.0,0.42028985507246375,0.875,3.5054347826086953,0.1965106793991324,156
0.40323177,0.26247957,0.1407522,14.07522,508,1.0,0.3684210526315789,0.9071428571428571,3.459774436090225,0.1963621179380724,157
0.42537078,0.2971991,0.12817168,12.817168,503,1.0,0.4666666666666667,0.8982142857142857,3.598214285714286,0.1961764017846598,158
0.43837178,0.30768162,0.13069016,13.0690155,530,1.0,0.3157894736842105,0.9464285714285714,3.420112781954887,0.19594125938876775,159
0.36337084,0.21380517,0.14956567,14.956567,530,1.0,0.4375,0.9464285714285714,3.602678571428571,0.1957976594745034,160
0.40497294,0.26914972,0.13582322,13.582322,536,1.0,0.4,0.9571428571428572,3.5571428571428574,0.19565967823962646,161
0.68440765,0.60055774,0.08384991,8.384991,538,1.0,0.2962962962962963,0.9607142857142857,3.4051587301587305,0.19541360747111455,162
0.4578613,0.332308,0.12555331,12.555331,483,1.0,0.35714285714285715,0.8625,3.3982142857142854,0.19534975402653404,163
0.59655124,0.49867222,0.09787902,9.787902,542,1.0,0.25,0.9678571428571429,3.342857142857143,0.19518893419256375,164
0.45357665,0.33165908,0.121917576,12.191757,501,1.0,0.4230769230769231,0.8946428571428572,3.529258241758242,0.1951643316125403,165
0.5130711,0.39912644,0.11394468,11.394468,502,1.0,0.29411764705882354,0.8964285714285715,3.337605042016807,0.19512214580190013,166
0.40054595,0.2623582,0.13818777,13.818777,549,1.0,0.3617021276595745,0.9803571428571428,3.5229103343465047,0.19499502704115393,167
0.4378564,0.30751407,0.13034233,13.034233,513,1.0,0.3333333333333333,0.9160714285714285,3.4160714285714286,0.19495938499075835,168
0.3792487,0.23138185,0.14786686,14.786686,493,1.0,0.3888888888888889,0.8803571428571428,3.463690476190476,0.19423792799402276,169
0.37834686,0.2327304,0.14561646,14.5616455,525,1.0,0.3888888888888889,0.9375,3.5208333333333335,0.19397513433719066,170
0.46723333,0.34570694,0.12152639,12.152639,529,1.0,0.3111111111111111,0.9446428571428571,3.411309523809524,0.19369818021193552,171
0.40575758,0.2697298,0.13602778,13.602778,547,1.0,0.35294117647058826,0.9767857142857143,3.5061974789915964,0.19352212811145444,172
0.45363414,0.3313709,0.12226325,12.226325,503,1.0,0.39285714285714285,0.8982142857142857,3.4875000000000003,0.1934264656856894,173
0.41645947,0.2927464,0.123713076,12.371307,558,1.0,0.5,0.9964285714285714,3.7464285714285714,0.19302155307977253,174
0.42580512,0.29348415,0.13232097,13.232097,467,1.0,0.3939393939393939,0.8339285714285715,3.424837662337662,0.1929654463976495,175
0.43087476,0.302843,0.12803176,12.803176,541,1.0,0.35294117647058826,0.9660714285714286,3.4954831932773107,0.19283061880767868,176
0.50188565,0.39244068,0.109444976,10.944498,513,1.0,0.39473684210526316,0.9160714285714285,3.5081766917293233,0.19270015731277917,177
0.4426623,0.31727326,0.12538904,12.538904,523,1.0,0.35714285714285715,0.9339285714285714,3.469642857142857,0.19258252838711887,178
0.49586284,0.38115904,0.114703804,11.470381,535,1.0,0.2857142857142857,0.9553571428571429,3.383928571428571,0.19246890435303782,179
0.5260611,0.41982284,0.106238276,10.623828,545,1.0,0.3125,0.9732142857142857,3.4419642857142856,0.19236390139687012,180
0.37399825,0.23145553,0.14254272,14.254272,552,1.0,0.4146341463414634,0.9857142857142858,3.607665505226481,0.19232727597058202,181
0.5315758,0.40266883,0.12890697,12.890697,115,1.0,0.4,0.20535714285714285,2.805357142857143,0.19223379645194857,182
0.5228807,0.41671032,0.106170356,10.617036,502,1.0,0.375,0.8964285714285715,3.4589285714285714,0.19202043900635613,183
0.410362,0.27289346,0.13746855,13.746855,485,1.0,0.35714285714285715,0.8660714285714286,3.4017857142857144,0.1919010882135525,184
0.4578052,0.3373655,0.12043968,12.043968,469,1.0,0.42857142857142855,0.8375,3.4803571428571427,0.19189961698648067,185
0.59251267,0.48194304,0.110569626,11.056963,53,1.0,0.5555555555555556,0.09464285714285714,2.9279761904761905,0.19182315124836086,186
0.42373154,0.29912624,0.1246053,12.460529,553,1.0,0.42857142857142855,0.9875,3.630357142857143,0.1916799321367784,187
0.36969295,0.2245323,0.14516065,14.516065,542,1.0,0.4,0.9678571428571429,3.567857142857143,0.19146858038163939,188
0.46828184,0.351077,0.117204845,11.720485,517,1.0,0.375,0.9232142857142858,3.4857142857142858,0.19131307965862743,189
0.44810754,0.32714477,0.12096277,12.096277,559,1.0,0.35294117647058826,0.9982142857142857,3.527626050420168,0.19121260242253316,190
0.48612896,0.36956355,0.11656541,11.656541,511,1.0,0.3076923076923077,0.9125,3.3740384615384618,0.19119265374082825,191
0.6776057,0.5790413,0.09856439,9.856439,62,1.0,0.5,0.11071428571428571,2.8607142857142858,0.19106078179868052,192
0.44046336,0.31283826,0.12762511,12.76251,468,1.0,0.375,0.8357142857142857,3.398214285714286,0.19102784419216182,193
0.39900503,0.25923494,0.13977009,13.977009,518,1.0,0.3333333333333333,0.925,3.425,0.19100871736426525,194
0.566686,0.47108692,0.095599055,9.559906,503,1.0,0.4117647058823529,0.8982142857142857,3.5158613445378153,0.19047053605304087,195
0.49760517,0.39050242,0.10710275,10.710276,510,1.0,0.43902439024390244,0.9107142857142857,3.5692508710801394,0.19022280933844993,196
0.3682497,0.21684325,0.15140647,15.140647,494,1.0,0.35294117647058826,0.8821428571428571,3.4115546218487394,0.19021255235039142,197
0.4951768,0.38256234,0.11261445,11.261445,541,1.0,0.28846153846153844,0.9660714285714286,3.398763736263736,0.1895288768305761,198
0.5637798,0.4643992,0.09938058,9.938058,527,1.0,0.2857142857142857,0.9410714285714286,3.369642857142857,0.18879691805986717,199
0.55511516,0.45181525,0.103299916,10.329991,467,1.0,0.30434782608695654,0.8339285714285715,3.290450310559006,0.18868544258426234,200
0.4914671,0.37915194,0.11231515,11.231515,506,1.0,0.3409090909090909,0.9035714285714286,3.4149350649350647,0.18850167965528009,201
0.5799541,0.48094875,0.09900534,9.900534,466,1.0,0.2972972972972973,0.8321428571428572,3.2780888030888033,0.18822311413080678,202
0.43282592,0.30639607,0.12642986,12.642985,479,1.0,0.3888888888888889,0.8553571428571428,3.438690476190476,0.18817242957043023,203
0.44072226,0.31902882,0.12169343,12.169343,496,1.0,0.4146341463414634,0.8857142857142857,3.507665505226481,0.18812663858714312,204
0.397567,0.26715416,0.13041285,13.041285,535,1.0,0.4473684210526316,0.9553571428571429,3.62640977443609,0.18802153110208297,205
0.48985997,0.37613973,0.11372024,11.372024,476,1.0,0.34782608695652173,0.85,3.371739130434783,0.18782944577033414,206
0.64783275,0.5609745,0.08685827,8.685827,497,1.0,0.3,0.8875,3.3375000000000004,0.18779990240231473,207
0.45136702,0.3284576,0.12290943,12.290943,500,1.0,0.32558139534883723,0.8928571428571429,3.3812292358803986,0.18758133928534132,208
0.4541319,0.3314502,0.12268171,12.26817,484,1.0,0.3333333333333333,0.8642857142857143,3.3642857142857143,0.18743672733729136,209
0.5613419,0.46002862,0.10131326,10.131327,480,1.0,0.2857142857142857,0.8571428571428571,3.2857142857142856,0.18686309848145452,210
0.4348485,0.3143083,0.1205402,12.05402,521,1.0,0.4166666666666667,0.9303571428571429,3.555357142857143,0.18636017536460245,211
0.42375293,0.29271933,0.1310336,13.10336,495,1.0,0.3125,0.8839285714285714,3.352678571428571,0.18616040173214055,212
0.58778113,0.49167436,0.09610677,9.610677,445,1.0,0.3333333333333333,0.7946428571428571,3.294642857142857,0.18611353359559693,213
0.6090941,0.51740414,0.091689944,9.168995,516,1.0,0.2727272727272727,0.9214285714285714,3.3305194805194804,0.1860021943441206,214
0.60099083,0.50840324,0.09258759,9.258759,539,1.0,0.25,0.9625,3.3375,0.1857128274337266,215
